{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9947387310222118, 'result_error_out_all': 0.9992323486745183, 'result_error_in_mask': 0.9947387310222118, 'result_error_out_mask': 0.9992323486745183, 'result_false_positives': 0.0, 'result_false_negatives': 0.2}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0002127864487833, 'result_error_out_all': 1.0001018849003085, 'result_error_in_mask': 1.0002127864487833, 'result_error_out_mask': 1.0001018849003085, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9999043638775548, 'result_error_out_all': 1.0000039035607873, 'result_error_in_mask': 1.0185778329031123, 'result_error_out_mask': 1.0296100347570483, 'result_false_positives': 0.38, 'result_false_negatives': 0.08}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9964869895595259, 'result_error_out_all': 0.9974459919745252, 'result_error_in_mask': 0.9972223855859151, 'result_error_out_mask': 0.999852396084285, 'result_false_positives': 0.0, 'result_false_negatives': 0.3}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9998997325842739, 'result_error_out_all': 0.9999942182385361, 'result_error_in_mask': 0.9998997325842739, 'result_error_out_mask': 0.9999942182385361, 'result_false_positives': 0.14, 'result_false_negatives': 0.08}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9999741391494295, 'result_error_out_all': 0.999996576031005, 'result_error_in_mask': 0.9999741391494295, 'result_error_out_mask': 0.999996576031005, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9946108655772969, 'result_error_out_all': 1.0034139064998933, 'result_error_in_mask': 0.9946108655772969, 'result_error_out_mask': 1.0034139064998933, 'result_false_positives': 0.2, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9991782629420847, 'result_error_out_all': 1.0019565845162868, 'result_error_in_mask': 0.9991782629420847, 'result_error_out_mask': 1.0019565845162868, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9997049816266441, 'result_error_out_all': 1.0000391665886381, 'result_error_in_mask': 1.000194589076011, 'result_error_out_mask': 1.000803214259582, 'result_false_positives': 0.14, 'result_false_negatives': 0.05}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0000233241577252, 'result_error_out_all': 0.999994807445746, 'result_error_in_mask': 1.0000233241577252, 'result_error_out_mask': 0.999994807445746, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9992605849049572, 'result_error_out_all': 0.9999668949693403, 'result_error_in_mask': 0.9992327327277569, 'result_error_out_mask': 0.9999369381613081, 'result_false_positives': 0.3, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9994704707232316, 'result_error_out_all': 1.0000650281970818, 'result_error_in_mask': 0.9994704707232316, 'result_error_out_mask': 1.0000650281970815, 'result_false_positives': 0.26, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 1.0000978429884957, 'result_error_out_all': 1.0000008125153022, 'result_error_in_mask': 1.0000978429884957, 'result_error_out_mask': 1.0000008125153022, 'result_false_positives': 0.51, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9999928766737599, 'result_error_out_all': 0.9999944907883269, 'result_error_in_mask': 0.9999928766737599, 'result_error_out_mask': 0.9999944907883269, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.99886885559143, 'result_error_out_all': 0.9996007969722592, 'result_error_in_mask': 0.9986962022900367, 'result_error_out_mask': 0.9992129991963993, 'result_false_positives': 0.1, 'result_false_negatives': 0.2}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 1.0002144623313596, 'result_error_out_all': 1.0001623686050831, 'result_error_in_mask': 1.0019162436514948, 'result_error_out_mask': 1.0025990558229187, 'result_false_positives': 0.19, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9965180381064307, 'result_error_out_all': 0.9986949930919551, 'result_error_in_mask': 0.9965180381064307, 'result_error_out_mask': 0.9986949930919551, 'result_false_positives': 0.0, 'result_false_negatives': 0.2}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9950061591274377, 'result_error_out_all': 0.996159231610782, 'result_error_in_mask': 0.9950061591274382, 'result_error_out_mask': 0.996159231610782, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.999850469623596, 'result_error_out_all': 0.9999652962667006, 'result_error_in_mask': 0.999850469623596, 'result_error_out_mask': 0.9999652962667006, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9998574502353816, 'result_error_out_all': 0.9999942471838276, 'result_error_in_mask': 0.9998574502353816, 'result_error_out_mask': 0.9999942471838276, 'result_false_positives': 0.35, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9996808364112133, 'result_error_out_all': 0.9999478739590044, 'result_error_in_mask': 0.999680836411213, 'result_error_out_mask': 0.9999478739590044, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9994196272478957, 'result_error_out_all': 0.9999247668057873, 'result_error_in_mask': 0.9994196272478957, 'result_error_out_mask': 0.9999247668057873, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.0000023607373978, 'result_error_out_all': 0.9999916864973789, 'result_error_in_mask': 1.0000023607373978, 'result_error_out_mask': 0.9999916864973789, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.998396895669251, 'result_error_out_all': 1.0006496529518787, 'result_error_in_mask': 0.998396895669251, 'result_error_out_mask': 1.0006496529518787, 'result_false_positives': 0.0, 'result_false_negatives': 0.4}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9995681954848746, 'result_error_out_all': 0.9998964930178879, 'result_error_in_mask': 0.9995681954848746, 'result_error_out_mask': 0.9998964930178879, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.999817545402877, 'result_error_out_all': 1.0000016263593552, 'result_error_in_mask': 0.999817545402877, 'result_error_out_mask': 1.0000016263593552, 'result_false_positives': 0.53, 'result_false_negatives': 0.01}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9995462792257901, 'result_error_out_all': 1.0008915278752943, 'result_error_in_mask': 0.9995462792257901, 'result_error_out_mask': 1.0008915278752941, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0021603859880295, 'result_error_out_all': 1.0046613458764435, 'result_error_in_mask': 1.00216038598803, 'result_error_out_mask': 1.0046613458764435, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0021675884389534, 'result_error_out_all': 1.0009230168966181, 'result_error_in_mask': 1.0021675884389534, 'result_error_out_mask': 1.0009230168966181, 'result_false_positives': 0.37, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 1.0000276330928302, 'result_error_out_all': 1.0000033633566408, 'result_error_in_mask': 1.0002132863929538, 'result_error_out_mask': 1.0000189277388765, 'result_false_positives': 0.22, 'result_false_negatives': 0.05}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9998572003227985, 'result_error_out_all': 0.999994163842619, 'result_error_in_mask': 0.9999368937701667, 'result_error_out_mask': 0.9999999187826096, 'result_false_positives': 0.14, 'result_false_negatives': 0.04}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9971334993731669, 'result_error_out_all': 1.0005042924796717, 'result_error_in_mask': 0.9971334993731669, 'result_error_out_mask': 1.0005042924796717, 'result_false_positives': 0.2, 'result_false_negatives': 0.1}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9993447228825247, 'result_error_out_all': 1.0053293627251436, 'result_error_in_mask': 0.9993447228825247, 'result_error_out_mask': 1.0053293627251436, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9993141993477673, 'result_error_out_all': 0.9996387447014177, 'result_error_in_mask': 0.9993141993477673, 'result_error_out_mask': 0.9996387447014177, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0000886628078907, 'result_error_out_all': 1.000011457171506, 'result_error_in_mask': 1.0000886628078907, 'result_error_out_mask': 1.000011457171506, 'result_false_positives': 0.47, 'result_false_negatives': 0.01}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9996218904415994, 'result_error_out_all': 0.9999951641510623, 'result_error_in_mask': 0.9996218904415994, 'result_error_out_mask': 0.9999951641510623, 'result_false_positives': 0.4, 'result_false_negatives': 0.04}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9952933058452317, 'result_error_out_all': 0.9971535426812879, 'result_error_in_mask': 0.9952933058452317, 'result_error_out_mask': 0.9971535426812879, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0000109027045203, 'result_error_out_all': 0.9999687519338113, 'result_error_in_mask': 1.0000109027045203, 'result_error_out_mask': 0.9999687519338113, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9996427886649978, 'result_error_out_all': 1.0000065240755105, 'result_error_in_mask': 0.9996427886649978, 'result_error_out_mask': 1.0000065240755105, 'result_false_positives': 0.31, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9999913565193073, 'result_error_out_all': 0.9999991617602636, 'result_error_in_mask': 0.9999913565193073, 'result_error_out_mask': 0.9999991617602636, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9991634759258893, 'result_error_out_all': 1.0031721191952063, 'result_error_in_mask': 0.9991634759258893, 'result_error_out_mask': 1.0031721191952063, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9996679590179547, 'result_error_out_all': 0.9999844330568084, 'result_error_in_mask': 0.9996679590179547, 'result_error_out_mask': 0.9999844330568084, 'result_false_positives': 0.34, 'result_false_negatives': 0.01}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9974686765646806, 'result_error_out_all': 1.0044796488720376, 'result_error_in_mask': 0.9974686765646806, 'result_error_out_mask': 1.0044796488720376, 'result_false_positives': 0.1, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9995787784994629, 'result_error_out_all': 0.9999948057985591, 'result_error_in_mask': 0.9996404176078943, 'result_error_out_mask': 1.000026310097876, 'result_false_positives': 0.34, 'result_false_negatives': 0.1}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9992818738533905, 'result_error_out_all': 0.999960989657927, 'result_error_in_mask': 0.9996771254723795, 'result_error_out_mask': 1.000171512498525, 'result_false_positives': 0.1, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9961365579355334, 'result_error_out_all': 0.9987720073918982, 'result_error_in_mask': 0.9961365579355334, 'result_error_out_mask': 0.9987720073918982, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9996456459609379, 'result_error_out_all': 1.0000609791143262, 'result_error_in_mask': 1.0000145589619707, 'result_error_out_mask': 1.003285456703177, 'result_false_positives': 0.11, 'result_false_negatives': 0.04}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 1.0132493590330363, 'result_error_out_all': 1.025383525467697, 'result_error_in_mask': 1.0165996892387699, 'result_error_out_mask': 1.0109114824622234, 'result_false_positives': 0.0, 'result_false_negatives': 0.4}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.0204694419354892, 'result_error_out_all': 1.016677182664711, 'result_error_in_mask': 1.020469441935488, 'result_error_out_mask': 1.0166771826647105, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.999000639075846, 'result_error_out_all': 1.0322285352675553, 'result_error_in_mask': 0.999000639075846, 'result_error_out_mask': 1.0322285352675553, 'result_false_positives': 0.2, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 1.0001510538906215, 'result_error_out_all': 0.9999909882038831, 'result_error_in_mask': 1.0001467193210578, 'result_error_out_mask': 0.9999859285257734, 'result_false_positives': 0.32, 'result_false_negatives': 0.03}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9952015618118779, 'result_error_out_all': 1.0000059502835943, 'result_error_in_mask': 0.9952015618118782, 'result_error_out_mask': 1.0000059502835943, 'result_false_positives': 0.3, 'result_false_negatives': 0.3}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9989962339685792, 'result_error_out_all': 0.9997291411768031, 'result_error_in_mask': 0.9989962339685792, 'result_error_out_mask': 0.9997291411768031, 'result_false_positives': 0.1, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.999330187435394, 'result_error_out_all': 0.999680550815057, 'result_error_in_mask': 0.999330187435394, 'result_error_out_mask': 0.999680550815057, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9960293296522318, 'result_error_out_all': 0.9987119064987949, 'result_error_in_mask': 0.9966858897578766, 'result_error_out_mask': 1.001277859904574, 'result_false_positives': 0.2, 'result_false_negatives': 0.4}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9963370516034082, 'result_error_out_all': 1.0002033972187108, 'result_error_in_mask': 0.9962609734206523, 'result_error_out_mask': 1.002766822098687, 'result_false_positives': 0.1, 'result_false_negatives': 0.5}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9999861575567135, 'result_error_out_all': 0.999996501221908, 'result_error_in_mask': 0.9999861575567135, 'result_error_out_mask': 0.999996501221908, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
